,PSNR,SSIM,MS-SSIM,F_SIM,VIF,FID
0,23.353750228881836,0.7424876093864441,0.9290511012077332,0.8157851099967957,0.3149814009666443,1471.719970703125
1,23.521411895751953,0.762328028678894,0.9259437322616577,0.827648401260376,0.33070501685142517,1259.020751953125
2,24.951143264770508,0.7978932857513428,0.9493574500083923,0.8585352897644043,0.3791343569755554,960.554443359375
3,26.04086685180664,0.8332715034484863,0.9575461149215698,0.8742595314979553,0.3838137686252594,797.2213134765625
4,28.191787719726562,0.8908920288085938,0.9755007028579712,0.9126482605934143,0.4699867069721222,548.20703125
5,27.024824142456055,0.8992590308189392,0.9746968150138855,0.9129605293273926,0.4782122075557709,400.4442138671875
6,28.717992782592773,0.9505575895309448,0.9887980222702026,0.9549997448921204,0.6132036447525024,170.47940063476562
7,26.917030334472656,0.873642086982727,0.9750500917434692,0.9011853933334351,0.47459298372268677,534.492919921875
8,29.499357223510742,0.9547457695007324,0.9905509948730469,0.9611749649047852,0.6268777847290039,125.09932708740234
9,28.712745666503906,0.9557933807373047,0.9896270632743835,0.9564905762672424,0.610495388507843,143.93104553222656
10,28.175582885742188,0.9129595160484314,0.9818019866943359,0.9298624396324158,0.5331729650497437,319.04547119140625
11,25.63155746459961,0.908223569393158,0.9845991134643555,0.9358659386634827,0.5568341612815857,310.73785400390625
12,25.030616760253906,0.7747139930725098,0.9375001788139343,0.8461402654647827,0.3736567497253418,813.0587768554688
13,23.713655471801758,0.689568281173706,0.9129956960678101,0.79111248254776,0.296073853969574,1054.2113037109375
14,23.981861114501953,0.7044452428817749,0.9080570936203003,0.8020496964454651,0.2932913601398468,1083.5303955078125
15,27.097990036010742,0.8980655670166016,0.9733177423477173,0.9112831950187683,0.47662901878356934,419.6202697753906
16,24.55731201171875,0.8088347315788269,0.9094762802124023,0.8540762662887573,0.2930859327316284,854.7369995117188
17,24.827821731567383,0.8034953474998474,0.9215137362480164,0.8530036211013794,0.35019057989120483,731.3006591796875
18,22.286514282226562,0.6496392488479614,0.8411680459976196,0.7637085914611816,0.223788321018219,1092.8507080078125
19,25.78622817993164,0.9098608493804932,0.977951169013977,0.9183193445205688,0.4917666018009186,258.45758056640625
20,25.231496810913086,0.9119588732719421,0.9835892915725708,0.9317086935043335,0.5413944721221924,126.66090393066406
21,24.98061752319336,0.7882184386253357,0.9482169151306152,0.8570693731307983,0.41092556715011597,554.0040283203125
22,27.338172912597656,0.963700532913208,0.992051362991333,0.969891369342804,0.6568711996078491,43.567649841308594
23,25.27341079711914,0.8868615031242371,0.9759759306907654,0.9094449281692505,0.4816725254058838,315.53350830078125
24,27.748449325561523,0.9593185186386108,0.9907786250114441,0.9611144661903381,0.6272143721580505,33.14537811279297
25,24.609241485595703,0.87044757604599,0.9779393076896667,0.9161987900733948,0.506142795085907,332.003662109375
26,25.047731399536133,0.8432281017303467,0.9663652181625366,0.8847219944000244,0.45385226607322693,476.31292724609375
27,22.982654571533203,0.6762270331382751,0.8714725375175476,0.7827833294868469,0.26173219084739685,1035.6507568359375
28,26.743946075439453,0.9048065543174744,0.9779629707336426,0.9182672500610352,0.4998902678489685,372.5401611328125
29,26.869739532470703,0.9537715315818787,0.9909684062004089,0.966053307056427,0.6516529321670532,129.3475341796875
30,28.27486228942871,0.9612081050872803,0.9903264045715332,0.965070366859436,0.6302784085273743,17.67605972290039
31,27.192737579345703,0.9596569538116455,0.991619348526001,0.9687602519989014,0.6630601286888123,54.65569305419922
32,27.02573585510254,0.9542864561080933,0.9917119741439819,0.9675877094268799,0.6505603790283203,82.17601013183594
33,25.205289840698242,0.9428915977478027,0.9912083148956299,0.9661605358123779,0.6463566422462463,152.200439453125
34,26.322689056396484,0.962950587272644,0.9934368133544922,0.9776886701583862,0.7103913426399231,87.52801513671875
35,25.738361358642578,0.9537927508354187,0.990449845790863,0.9678351283073425,0.6422901153564453,27.91643714904785
36,26.722023010253906,0.9483777284622192,0.9882494211196899,0.9524545669555664,0.5849208831787109,31.873287200927734
37,27.21534538269043,0.9461957812309265,0.9876477122306824,0.9506372213363647,0.5785675644874573,53.44514465332031
38,27.668733596801758,0.9681038856506348,0.9930520057678223,0.9773125052452087,0.7039427161216736,17.06542205810547
39,26.876728057861328,0.9596203565597534,0.991615891456604,0.9730232357978821,0.6769899129867554,51.85173416137695
40,25.05819320678711,0.9366891384124756,0.9851598739624023,0.9456475973129272,0.5674641728401184,188.02081298828125
41,24.76587677001953,0.9581277370452881,0.9914482831954956,0.9695405960083008,0.6623156666755676,14.47506332397461
42,24.90607261657715,0.9632167816162109,0.9925075769424438,0.975360095500946,0.6920648217201233,12.319864273071289
43,25.126556396484375,0.9510470628738403,0.9884950518608093,0.9603318572044373,0.6061773896217346,42.43132400512695
44,26.292221069335938,0.9223513007164001,0.9829718470573425,0.9393443465232849,0.5541700124740601,294.0351867675781
45,27.388391494750977,0.9681268930435181,0.9927862882614136,0.9750272035598755,0.6844038367271423,28.53519630432129
46,25.865459442138672,0.9403244853019714,0.9834342002868652,0.9439656734466553,0.54059237241745,60.6827392578125
47,26.107330322265625,0.9464089274406433,0.9868356585502625,0.9504780769348145,0.5680045485496521,24.099246978759766
48,25.03593635559082,0.9598817825317383,0.992719829082489,0.9746292233467102,0.6881943941116333,39.032039642333984
49,25.261093139648438,0.9669512510299683,0.9939007759094238,0.9818897843360901,0.7314870357513428,8.901850700378418
50,25.700939178466797,0.9590843915939331,0.9912116527557373,0.9713325500488281,0.6598401069641113,19.278881072998047
51,25.160940170288086,0.9217531085014343,0.9832651019096375,0.9388556480407715,0.5510199666023254,218.62371826171875
52,25.719078063964844,0.9240084886550903,0.9852360486984253,0.9426279664039612,0.5894465446472168,226.51467895507812
53,25.28154182434082,0.9364993572235107,0.9862488508224487,0.9491756558418274,0.6023039221763611,184.96197509765625
54,25.94610595703125,0.936103343963623,0.9879478216171265,0.9508155584335327,0.6022177934646606,104.92842102050781
55,26.02062225341797,0.9430326819419861,0.9893943667411804,0.9572468400001526,0.6274731755256653,94.23698425292969
56,25.0443172454834,0.8914400339126587,0.97833251953125,0.9201620221138,0.5121467113494873,255.1195526123047
57,25.301725387573242,0.9664119482040405,0.9945378303527832,0.980511486530304,0.7415619492530823,22.95690155029297
58,24.75811195373535,0.9386467933654785,0.9896714091300964,0.9574178457260132,0.6410441398620605,110.5921630859375
59,24.60911750793457,0.9527906179428101,0.9911708235740662,0.9641156792640686,0.6567780375480652,46.638145446777344
60,21.8027400970459,0.6636762022972107,0.8731383085250854,0.7849792242050171,0.2496083378791809,1177.0335693359375
61,24.385467529296875,0.8969773054122925,0.9728775024414062,0.9064868092536926,0.47421377897262573,398.50634765625
62,24.228246688842773,0.8560196757316589,0.9680135250091553,0.8905690312385559,0.4620819687843323,478.735595703125
63,27.589885711669922,0.970032811164856,0.9944006204605103,0.9758360385894775,0.6977214813232422,41.72414016723633
